key,Created Date,data,Incident Zip,Incident Address,Street Name,City,Status,Community Board,Borough,latitude,longitude
28108713,05/23/2014 05:53:00 PM,"Taste/Odor, Chlorine (QA1)",10465,916 EDISON AVENUE,EDISON AVENUE,BRONX,Closed,10 BRONX,BRONX,40.83069608199997,-73.8242953033245
28100009,05/22/2014 01:28:00 PM,"Taste/Odor, Sewer (QA5)",11231,428 VAN BRUNT STREET,VAN BRUNT STREET,BROOKLYN,Closed,06 BROOKLYN,BROOKLYN,40.67556418246038,-74.01501176397355
28098409,05/22/2014 12:00:00 PM,"Taste/Odor, Musty/Stale (QA4)",10314,16 AMSTERDAM AVENUE,AMSTERDAM AVENUE,STATEN ISLAND,Closed,02 STATEN ISLAND,STATEN ISLAND,40.603760274306175,-74.16369146588367
28101295,05/22/2014 10:26:00 AM,unknown odor/taste in drinking water (QA6),11226,555 OCEAN AVENUE,OCEAN AVENUE,BROOKLYN,Closed,14 BROOKLYN,BROOKLYN,40.6492552789244,-73.96084209642846
28099436,05/22/2014 09:01:00 AM,Cloudy Or Milky Water (QB1),10453,1939 GRAND CONCOURSE,GRAND CONCOURSE,BRONX,Closed,05 BRONX,BRONX,40.85037452927115,-73.90526841005268
28101083,05/22/2014 06:52:00 AM,Cloudy Or Milky Water (QB1),11106,31-57 30 STREET,30 STREET,Astoria,Closed,01 QUEENS,QUEENS,40.763422639428775,-73.92530061581833
28088408,05/21/2014 10:04:00 PM,"Taste/Odor, Chemical (QA2)",11201,331 HICKS STREET,HICKS STREET,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.69142992018052,-73.99765610749755
28095805,05/21/2014 07:09:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11691,802 LANETT AVENUE,LANETT AVENUE,Far Rockaway,Closed,14 QUEENS,QUEENS,40.59921287160009,-73.74360065509393
28094761,05/21/2014 06:38:00 PM,Other Water Problem (Use Comments) (QZZ),10302,44 CORNELL STREET,CORNELL STREET,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.626698129777424,-74.13670018092604
28088414,05/21/2014 06:22:00 PM,Cloudy Or Milky Water (QB1),10014,259 WEST 12 STREET,WEST 12 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.737613256891876,-74.00290483275127
28094691,05/21/2014 11:09:00 AM,"No Sampling Required, Requested Information (QG2)",11691,19-19 BROOKHAVEN AVENUE,BROOKHAVEN AVENUE,Far Rockaway,Closed,14 QUEENS,QUEENS,40.59930741065986,-73.75292695475879
28093770,05/21/2014 08:22:00 AM,unknown odor/taste in drinking water (QA6),11420,135-12 122 PLACE,122 PLACE,South Ozone Park,Closed,10 QUEENS,QUEENS,40.66960664006982,-73.81729014328207
28082130,05/20/2014 11:34:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),10019,200 WEST 58 STREET,WEST 58 STREET,NEW YORK,Closed,05 MANHATTAN,MANHATTAN,40.76632707809024,-73.97987761665429
28085173,05/20/2014 08:08:00 AM,"No Sampling Required, Requested Information (QG2)",11374,88-46 62 DRIVE,62 DRIVE,Rego Park,Closed,06 QUEENS,QUEENS,40.72620250686432,-73.86862297183623
28074427,05/19/2014 12:56:00 PM,"Taste/Odor, Sewer (QA5)",11238,798 WASHINGTON AVENUE,WASHINGTON AVENUE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.67407979760396,-73.96305904764773
28072777,05/19/2014 11:52:00 AM,Cloudy Or Milky Water (QB1),11106,31-57 30 STREET,30 STREET,Astoria,Closed,01 QUEENS,QUEENS,40.763422639428775,-73.92530061581833
28072772,05/19/2014 11:48:00 AM,Cloudy Or Milky Water (QB1),11106,31-57 30 STREET,30 STREET,Astoria,Closed,01 QUEENS,QUEENS,40.763422639428775,-73.92530061581833
28076469,05/19/2014 09:51:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",11228,8204 10 AVENUE,10 AVENUE,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.62024260097865,-74.01826286330287
28073844,05/19/2014 09:39:00 AM,unknown odor/taste in drinking water (QA6),11434,115-27 173 STREET,173 STREET,Jamaica,Closed,12 QUEENS,QUEENS,40.689886237928356,-73.7760117561806
28068145,05/18/2014 12:43:00 PM,"No Sampling Required, Requested Information (QG2)",11209,41 MARINE AVENUE,MARINE AVENUE,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.61937064148511,-74.03731410925667
28065067,05/17/2014 01:06:00 PM,Cloudy Or Milky Water (QB1),10040,68 THAYER STREET,THAYER STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.863809365568805,-73.92730282816437
28061982,05/17/2014 10:09:00 AM,"No Sampling Required, Requested Information (QG2)",10002,54 RUTGERS STREET,RUTGERS STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.71199877267999,-73.98987125976987
28058317,05/16/2014 02:18:00 PM,Cloudy Or Milky Water (QB1),11368,97-11 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,Corona,Closed,04 QUEENS,QUEENS,40.73492088547959,-73.86244994325136
28060105,05/16/2014 11:35:00 AM,"Taste/Odor, Musty/Stale (QA4)",10128,134 EAST 95 STREET,EAST 95 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.785397481173575,-73.95193655447282
28057471,05/16/2014 08:25:00 AM,"Taste/Odor, Musty/Stale (QA4)",10456,986 MORRIS AVENUE,MORRIS AVENUE,BRONX,Closed,04 BRONX,BRONX,40.82860687322781,-73.91677563747487
28040684,05/14/2014 10:27:00 PM,"Taste/Odor, Chlorine (QA1)",10028,35 EAST 85 STREET,EAST 85 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.780025998050995,-73.95893813648345
28042459,05/14/2014 05:23:00 PM,"Taste/Odor, Chlorine (QA1)",11221,496 QUINCY STREET,QUINCY STREET,BROOKLYN,Closed,03 BROOKLYN,BROOKLYN,40.688074374224755,-73.940882789755
28042520,05/14/2014 02:07:00 PM,"Taste/Odor, Sewer (QA5)",11422,241-38 148 DRIVE,148 DRIVE,Rosedale,Closed,13 QUEENS,QUEENS,40.65327126587041,-73.74216034914555
28044973,05/14/2014 08:53:00 AM,unknown odor/taste in drinking water (QA6),11232,128 29 STREET,29 STREET,BROOKLYN,Closed,07 BROOKLYN,BROOKLYN,40.65904982394502,-74.00168317921111
28045886,05/14/2014 08:33:00 AM,unknown odor/taste in drinking water (QA6),11207,252 SCHENCK AVENUE,SCHENCK AVENUE,BROOKLYN,Closed,05 BROOKLYN,BROOKLYN,40.6748528704242,-73.88899918240247
28038948,05/13/2014 03:24:00 PM,"Taste/Odor, Musty/Stale (QA4)",10010,245 EAST 21 STREET,EAST 21 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.737101515935976,-73.98300776093022
28035053,05/13/2014 03:20:00 PM,Cloudy Or Milky Water (QB1),11361,39-42 213 STREET,213 STREET,Bayside,Closed,11 QUEENS,QUEENS,40.76477595674929,-73.77259756263683
28037705,05/13/2014 01:13:00 PM,"Taste/Odor, Sewer (QA5)",10466,4186 MURDOCK AVENUE,MURDOCK AVENUE,BRONX,Closed,12 BRONX,BRONX,40.89541399906736,-73.8417610205249
28037947,05/13/2014 11:57:00 AM,"No Sampling Required, Requested Information (QG2)",11229,66 DARE COURT,DARE COURT,BROOKLYN,Closed,15 BROOKLYN,BROOKLYN,40.58870784557502,-73.92278131832119
28031179,05/12/2014 02:34:00 PM,unknown odor/taste in drinking water (QA6),11432,87-77 169 STREET,169 STREET,Jamaica,Closed,12 QUEENS,QUEENS,40.71047346063291,-73.79288840188273
28024840,05/12/2014 02:28:00 PM,"Taste/Odor, Sewer (QA5)",10013,80 VANDAM STREET,VANDAM STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.72662303512929,-74.00775336160952
28021336,05/11/2014 11:42:00 PM,unknown odor/taste in drinking water (QA6),10003,234 EAST 14 STREET,EAST 14 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.73291346114702,-73.98630314603776
28022614,05/11/2014 02:25:00 PM,unknown odor/taste in drinking water (QA6),10453,1750 DAVIDSON AVENUE,DAVIDSON AVENUE,BRONX,Closed,05 BRONX,BRONX,40.84809443401633,-73.91320544782421
28023488,05/11/2014 01:52:00 PM,"Taste/Odor, Musty/Stale (QA4)",10314,247 MANN AVENUE,MANN AVENUE,STATEN ISLAND,Closed,02 STATEN ISLAND,STATEN ISLAND,40.60718149701606,-74.13298674761155
28021626,05/11/2014 12:35:00 PM,"Taste/Odor, Sewer (QA5)",11432,88-25 153 STREET,153 STREET,Jamaica,Closed,12 QUEENS,QUEENS,40.70592816741109,-73.80388517575787
28010739,05/09/2014 01:11:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10471,5800 ARLINGTON AVENUE,ARLINGTON AVENUE,BRONX,Closed,08 BRONX,BRONX,40.90782746842087,-73.90656848824969
28008927,05/09/2014 12:46:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10038,59 MAIDEN LANE,MAIDEN LANE,NEW YORK,Closed,01 MANHATTAN,MANHATTAN,40.708266046703514,-74.0082309440472
28007179,05/09/2014 12:05:00 PM,"No Sampling Required, Requested Information (QG2)",11205,185 WAVERLY AVENUE,WAVERLY AVENUE,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.69239430591045,-73.96766823905344
28002823,05/08/2014 06:31:00 PM,unknown odor/taste in drinking water (QA6),10305,312 ST MARY'S AVENUE,ST MARY'S AVENUE,STATEN ISLAND,Closed,01 STATEN ISLAND,STATEN ISLAND,40.61144334526462,-74.0767191364122
28004566,05/08/2014 04:09:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11375,89-16 68 AVENUE,68 AVENUE,Forest Hills,Closed,06 QUEENS,QUEENS,40.71396579860677,-73.85665311069205
28000044,05/08/2014 02:18:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11360,14-14 BONNIE LANE,BONNIE LANE,Bayside,Closed,07 QUEENS,QUEENS,40.786121030057835,-73.78651778203111
28004341,05/08/2014 12:49:00 PM,"No Sampling Required, Requested Information (QG2)",11213,656 CROWN STREET,CROWN STREET,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.66547961569513,-73.9361735976691
28002841,05/08/2014 12:45:00 PM,unknown odor/taste in drinking water (QA6),11230,4822 BAY PARKWAY,BAY PARKWAY,BROOKLYN,Closed,12 BROOKLYN,BROOKLYN,40.62313943147496,-73.97321690670353
27992672,05/07/2014 09:17:00 AM,"No Sampling Required, Requested Information (QG2)",10013,386 BROADWAY,BROADWAY,NEW YORK,Closed,01 MANHATTAN,MANHATTAN,40.71825174852023,-74.00284266242757
27989955,05/06/2014 06:54:00 PM,unknown odor/taste in drinking water (QA6),10474,860 BRYANT AVENUE,BRYANT AVENUE,BRONX,Closed,02 BRONX,BRONX,40.81851073885438,-73.88656293694879
27990012,05/06/2014 03:13:00 PM,unknown odor/taste in drinking water (QA6),10306,35 JUSTIN AVENUE,JUSTIN AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.55730967423086,-74.13656900367847
27985808,05/06/2014 02:28:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11226,330 EAST 19 STREET,EAST 19 STREET,BROOKLYN,Closed,14 BROOKLYN,BROOKLYN,40.64213527251177,-73.96073817503118
27985353,05/06/2014 01:45:00 PM,"Taste/Odor, Sewer (QA5)",11221,71 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,BROOKLYN,Closed,03 BROOKLYN,BROOKLYN,40.69160674541127,-73.93077204265292
27991856,05/06/2014 12:07:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11426,82-33 248 STREET,248 STREET,Bellerose,Closed,13 QUEENS,QUEENS,40.738069808876205,-73.72037949111399
27983889,05/05/2014 09:29:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10304,205 DOUGLAS ROAD,DOUGLAS ROAD,STATEN ISLAND,Closed,02 STATEN ISLAND,STATEN ISLAND,40.60689361807877,-74.09699712898495
27981861,05/05/2014 08:15:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10304,239 DOUGLAS ROAD,DOUGLAS ROAD,STATEN ISLAND,Closed,02 STATEN ISLAND,STATEN ISLAND,40.60801650268748,-74.09668543123118
27981760,05/05/2014 08:09:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10032,938 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.83226948970228,-73.94091005603669
27976332,05/04/2014 05:07:00 PM,"Taste/Odor, Chemical (QA2)",11694,103-00 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,Rockaway Park,Closed,14 QUEENS,QUEENS,40.581489968837474,-73.82401131409547
27976261,05/04/2014 09:22:00 AM,"No Sampling Required, Requested Information (QG2)",11691,40-20 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,Far Rockaway,Closed,14 QUEENS,QUEENS,40.595826178689734,-73.77247078508053
27975813,05/04/2014 06:51:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10461,3555 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BRONX,Closed,10 BRONX,BRONX,40.84780869783529,-73.82748144004533
27970751,05/03/2014 02:43:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11209,230 73 STREET,73 STREET,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.63324247254546,-74.02896686892764
27966875,05/02/2014 11:41:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10463,3816 REVIEW PLACE,REVIEW PLACE,BRONX,Closed,08 BRONX,BRONX,40.88502426998677,-73.89958454267529
27962066,05/02/2014 05:13:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10040,25 ARDEN STREET,ARDEN STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.86178909285141,-73.92702666410356
27960380,05/02/2014 09:12:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11225,145 LINCOLN ROAD,LINCOLN ROAD,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.66111726234065,-73.95811024450647
27952460,05/01/2014 07:50:00 PM,"Taste/Odor, Chemical (QA2)",10306,58 PRESCOTT AVENUE,PRESCOTT AVENUE,STATEN ISLAND,Closed,02 STATEN ISLAND,STATEN ISLAND,40.578759071015085,-74.11242507409578
27945854,04/30/2014 09:19:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10040,68 THAYER STREET,THAYER STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.863809365568805,-73.92730282816437
27943774,04/30/2014 04:02:00 PM,Defective Water Sampling Station (QSS),10466,864 EAST 233 STREET,EAST 233 STREET,BRONX,Closed,12 BRONX,BRONX,40.89186849672385,-73.85260559381206
27947464,04/30/2014 12:24:00 PM,"Taste/Odor, Sewer (QA5)",11385,70-03 65 PLACE,65 PLACE,Ridgewood,Closed,05 QUEENS,QUEENS,40.70374010382695,-73.89030357935788
27946038,04/30/2014 11:43:00 AM,unknown odor/taste in drinking water (QA6),10023,302 COLUMBUS AVENUE,COLUMBUS AVENUE,NEW YORK,Closed,07 MANHATTAN,MANHATTAN,40.77891679475478,-73.97770737637943
27945793,04/30/2014 10:13:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11207,12205 FLATLANDS AVENUE,FLATLANDS AVENUE,BROOKLYN,Closed,05 BROOKLYN,BROOKLYN,40.65400348274373,-73.8834152853041
27937083,04/29/2014 10:58:00 PM,"Taste/Odor, Musty/Stale (QA4)",11218,40 CATON PLACE,CATON PLACE,BROOKLYN,Closed,07 BROOKLYN,BROOKLYN,40.649311102067536,-73.9737577685296
27936166,04/29/2014 08:41:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11223,2514 WEST 1 STREET,WEST 1 STREET,BROOKLYN,Closed,13 BROOKLYN,BROOKLYN,40.58779132542935,-73.9706640036574
27940064,04/29/2014 06:36:00 PM,unknown odor/taste in drinking water (QA6),11216,939 STERLING PLACE,STERLING PLACE,BROOKLYN,Closed,08 BROOKLYN,BROOKLYN,40.6724105946949,-73.94789390281841
27939915,04/29/2014 05:49:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10014,210 WEST 10 STREET,WEST 10 STREET,NEW YORK,Closed,02 MANHATTAN,MANHATTAN,40.73406974384397,-74.00410984913674
27937070,04/29/2014 04:43:00 PM,"No Sampling Required, Requested Information (QG2)",11411,119-31 217 STREET,217 STREET,Cambria Heights,Closed,13 QUEENS,QUEENS,40.69183833059746,-73.74464721308408
27939788,04/29/2014 03:04:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",10454,536 EAST 142 STREET,EAST 142 STREET,BRONX,Closed,01 BRONX,BRONX,40.80993425144459,-73.91636910942803
27936842,04/29/2014 09:47:00 AM,"Taste/Odor, Chlorine (QA1)",10453,148 MORTON PLACE,MORTON PLACE,BRONX,Closed,05 BRONX,BRONX,40.85079603261247,-73.91428631150374
27932504,04/28/2014 08:09:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11217,479 BALTIC STREET,BALTIC STREET,BROOKLYN,Open,06 BROOKLYN,BROOKLYN,40.682621134140234,-73.98609353964987
27931320,04/28/2014 08:03:00 PM,Cloudy Or Milky Water (QB1),11217,479 BALTIC STREET,BALTIC STREET,BROOKLYN,Closed,06 BROOKLYN,BROOKLYN,40.682621134140234,-73.98609353964987
27929353,04/28/2014 02:21:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10013,55 LEONARD STREET,LEONARD STREET,NEW YORK,Closed,01 MANHATTAN,MANHATTAN,40.7178920520978,-74.00621919236025
27934406,04/28/2014 12:39:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11211,891 GRAND STREET,GRAND STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.71251521970371,-73.93839744310189
27932387,04/28/2014 11:21:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10011,225 WEST 23 STREET,WEST 23 STREET,NEW YORK,Started,04 MANHATTAN,MANHATTAN,40.74448884364011,-73.99655353842132
27931466,04/28/2014 10:59:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11415,83-36 TALBOT STREET,TALBOT STREET,Kew Gardens,Closed,09 QUEENS,QUEENS,40.708986069134326,-73.82806436010314
27934376,04/28/2014 09:25:00 AM,Cloudy Or Milky Water (QB1),11204,2030 64 STREET,64 STREET,BROOKLYN,Closed,11 BROOKLYN,BROOKLYN,40.616603396100125,-73.98438196096083
27924281,04/27/2014 05:31:00 PM,"No Sampling Required, Requested Information (QG2)",11375,112-25 69 AVENUE,69 AVENUE,Forest Hills,Closed,06 QUEENS,QUEENS,40.72640058249989,-73.84071197738255
27919206,04/26/2014 03:56:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),10044,546 MAIN STREET,MAIN STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.76186041908699,-73.94975877955001
27918466,04/26/2014 11:31:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",10040,68 THAYER STREET,THAYER STREET,NEW YORK,Closed,12 MANHATTAN,MANHATTAN,40.863809365568805,-73.92730282816437
27919802,04/26/2014 10:06:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11223,125 AVENUE S,AVENUE S,BROOKLYN,Closed,11 BROOKLYN,BROOKLYN,40.60086148375981,-73.98097900541143
27913330,04/25/2014 04:02:00 PM,"Taste/Odor, Musty/Stale (QA4)",11207,610 WILLIAMS AVENUE,WILLIAMS AVENUE,BROOKLYN,Closed,05 BROOKLYN,BROOKLYN,40.66071635699465,-73.89688014686635
27915290,04/25/2014 03:55:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11694,169 BEACH 109 STREET,BEACH 109 STREET,Rockaway Park,Closed,14 QUEENS,QUEENS,40.580302385004906,-73.83009123585657
27916624,04/25/2014 03:50:00 PM,"Taste/Odor, Chlorine (QA1)",11379,57-53 78 STREET,78 STREET,Middle Village,Closed,05 QUEENS,QUEENS,40.72754693935337,-73.88345619705495
27912286,04/25/2014 02:18:00 PM,"Taste/Odor, Chlorine (QA1)",11426,82-17 248 STREET,248 STREET,Bellerose,Closed,13 QUEENS,QUEENS,40.73830332187627,-73.7204651161801
27907318,04/24/2014 03:42:00 PM,"Taste/Odor, Chemical (QA2)",11203,457 SCHENECTADY AVENUE,SCHENECTADY AVENUE,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.66246762156981,-73.93444635623962
27904447,04/24/2014 11:39:00 AM,"Taste/Odor, Musty/Stale (QA4)",10312,365 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.55650096089657,-74.16506554605633
27908215,04/24/2014 09:46:00 AM,Cloudy Or Milky Water (QB1),11436,147-08 133 AVENUE,133 AVENUE,Jamaica,Closed,12 QUEENS,QUEENS,40.66861071699844,-73.79170265340399
27900922,04/23/2014 06:23:00 PM,"Taste/Odor, Chemical (QA2)",10009,170 EAST 2 STREET,EAST 2 STREET,NEW YORK,Closed,03 MANHATTAN,MANHATTAN,40.72260671143944,-73.98479004060967
27902719,04/23/2014 03:17:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11374,64-56 BOOTH STREET,BOOTH STREET,Rego Park,Started,06 QUEENS,QUEENS,40.7277550940975,-73.86080868108749
27901894,04/23/2014 02:34:00 PM,"No Sampling Required, Requested Information (QG2)",11226,218 PARKSIDE AVENUE,PARKSIDE AVENUE,BROOKLYN,Closed,14 BROOKLYN,BROOKLYN,40.65539524636207,-73.96051773283914
27899185,04/23/2014 12:50:00 PM,"No Sampling Required, Requested Information (QG2)",11375,67-39 CLYDE STREET,CLYDE STREET,Forest Hills,Closed,06 QUEENS,QUEENS,40.72202592597939,-73.8556581014481
27898938,04/23/2014 12:46:00 PM,"Taste/Odor, Sewer (QA5)",11374,64-56 BOOTH STREET,BOOTH STREET,Rego Park,Closed,06 QUEENS,QUEENS,40.7277550940975,-73.86080868108749
27901125,04/23/2014 12:30:00 PM,"Taste/Odor, Chemical (QA2)",10029,230 EAST 97 STREET,EAST 97 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.78528572591016,-73.94743362816921
27904179,04/23/2014 10:54:00 AM,"Taste/Odor, Chlorine (QA1)",11211,901 GRAND STREET,GRAND STREET,BROOKLYN,Closed,01 BROOKLYN,BROOKLYN,40.71261654925369,-73.93797531459454
27903661,04/23/2014 10:42:00 AM,"Taste/Odor, Musty/Stale (QA4)",11213,990 MONTGOMERY STREET,MONTGOMERY STREET,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.66437396817085,-73.93224572137098
27903708,04/23/2014 10:13:00 AM,Cloudy Or Milky Water (QB1),10472,1729 EAST 172 STREET,EAST 172 STREET,BRONX,Closed,09 BRONX,BRONX,40.8324857600563,-73.86993806284416
27903799,04/23/2014 09:15:00 AM,Clear Water With Other Particles (Use Comments) (QEZ),11204,1767 48 STREET,48 STREET,BROOKLYN,Closed,12 BROOKLYN,BROOKLYN,40.62933600030465,-73.98116903486033
27892328,04/22/2014 09:47:00 PM,unknown odor/taste in drinking water (QA6),10029,321 EAST 108 STREET,EAST 108 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.79146070969474,-73.9404262339248
27896593,04/22/2014 08:18:00 PM,"Taste/Odor, Bitter/Metallic (QA3)",11225,150 LEFFERTS AVENUE,LEFFERTS AVENUE,BROOKLYN,Closed,09 BROOKLYN,BROOKLYN,40.662019517063634,-73.95602633527322
27891192,04/22/2014 05:22:00 PM,"Taste/Odor, Musty/Stale (QA4)",10016,155 EAST 29 STREET,EAST 29 STREET,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.742994241098266,-73.98134982826983
27893128,04/22/2014 03:57:00 PM,Cloudy Or Milky Water (QB1),11207,12205 FLATLANDS AVENUE,FLATLANDS AVENUE,BROOKLYN,Closed,05 BROOKLYN,BROOKLYN,40.65400348274373,-73.8834152853041
27894784,04/22/2014 11:46:00 AM,"Clear Water With Organisms (Insects, Worms) (QE2)",10128,175 EAST 96 STREET,EAST 96 STREET,NEW YORK,Closed,11 MANHATTAN,MANHATTAN,40.78545426730592,-73.94993236337781
27894894,04/22/2014 10:51:00 AM,"Taste/Odor, Chemical (QA2)",10128,225 EAST 93 STREET,EAST 93 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.7829648287143,-73.95001367612295
27894088,04/22/2014 09:58:00 AM,"Taste/Odor, Chemical (QA2)",11205,153 CLINTON AVENUE,CLINTON AVENUE,BROOKLYN,Closed,02 BROOKLYN,BROOKLYN,40.69364077169265,-73.96890452975208
27891191,04/22/2014 08:55:00 AM,"Taste/Odor, Musty/Stale (QA4)",10308,151 NELSON AVENUE,NELSON AVENUE,STATEN ISLAND,Closed,03 STATEN ISLAND,STATEN ISLAND,40.54605952209071,-74.1491359327537
27896654,04/22/2014 07:42:00 AM,"Taste/Odor, Bitter/Metallic (QA3)",10031,561 WEST 141 STREET,WEST 141 STREET,NEW YORK,Closed,09 MANHATTAN,MANHATTAN,40.82351325869593,-73.95140318332777
27890610,04/22/2014 06:23:00 AM,unknown odor/taste in drinking water (QA6),10456,1272 CLAY AVENUE,CLAY AVENUE,BRONX,Closed,04 BRONX,BRONX,40.833844002996656,-73.90976210501672
27885294,04/21/2014 06:13:00 PM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11236,10324 AVENUE K,AVENUE K,BROOKLYN,Closed,18 BROOKLYN,BROOKLYN,40.64343370370708,-73.89225847399608
27889193,04/21/2014 05:21:00 PM,"Taste/Odor, Chlorine (QA1)",11209,8602 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,BROOKLYN,Closed,10 BROOKLYN,BROOKLYN,40.62033474884961,-74.02457024917048
27885734,04/21/2014 11:31:00 AM,"Taste/Odor, Sewer (QA5)",11221,71 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,BROOKLYN,Closed,03 BROOKLYN,BROOKLYN,40.69160674541127,-73.93077204265292
27887049,04/21/2014 11:00:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11374,64-56 BOOTH STREET,BOOTH STREET,Rego Park,Started,06 QUEENS,QUEENS,40.7277550940975,-73.86080868108749
27887034,04/21/2014 10:37:00 AM,Cloudy Or Milky Water (QB1),10021,219 EAST 69 STREET,EAST 69 STREET,NEW YORK,Closed,08 MANHATTAN,MANHATTAN,40.76731851558099,-73.96082322207336
27884393,04/21/2014 08:36:00 AM,"Cloudy Or Milky, Other (Use Comments) (QBZ)",11374,64-56 BOOTH STREET,BOOTH STREET,Rego Park,Closed,06 QUEENS,QUEENS,40.7277550940975,-73.86080868108749
27880276,04/20/2014 10:54:00 PM,Clear Water With Other Particles (Use Comments) (QEZ),11379,84-42 PENELOPE AVENUE,PENELOPE AVENUE,Middle Village,Closed,05 QUEENS,QUEENS,40.72218696810593,-73.8686633565304
27877917,04/19/2014 06:16:00 PM,"No Sampling Required, Requested Information (QG2)",10039,301 WEST 150 STREET,WEST 150 STREET,NEW YORK,Closed,10 MANHATTAN,MANHATTAN,40.826071321393314,-73.93974485561408
27876649,04/19/2014 09:19:00 AM,unknown odor/taste in drinking water (QA6),10464,5 ROCHELLE STREET,ROCHELLE STREET,BRONX,Closed,10 BRONX,BRONX,40.83870595523704,-73.78431798343289
27873445,04/18/2014 07:23:00 PM,"Taste/Odor, Chlorine (QA1)",10016,17 PARK AVENUE,PARK AVENUE,NEW YORK,Closed,06 MANHATTAN,MANHATTAN,40.74757790952291,-73.98096237910815
